"","julian_day","hr_bin","Common.name","n"
"690",153,3,"Yellow-billed Cuckoo",1199
"691",153,3,"Yellow-throated Vireo",1199
"692",153,3,"Yellow-throated Warbler",1199
"693",154,0,"Acadian Flycatcher",1
"694",154,0,"American Crow",1
"695",154,0,"American Goldfinch",1
"696",154,0,"American Redstart",1
"697",154,0,"Barred Owl",1
"698",154,0,"Belted Kingfisher",1
"699",154,0,"Black Vulture",1
"700",154,0,"Black-and-white Warbler",1
"701",154,0,"Blue Grosbeak",1
"702",154,0,"Blue Jay",1
"703",154,0,"Blue-gray Gnatcatcher",1
"704",154,0,"Brown Thrasher",1
"705",154,0,"Brown-headed Cowbird",1
"706",154,0,"Carolina Chickadee",1
"707",154,0,"Carolina Wren",1
"708",154,0,"Common Grackle",1
"709",154,0,"Common Yellowthroat",1
"710",154,0,"Eastern Bluebird",1
"711",154,0,"Eastern Phoebe",1
"712",154,0,"Eastern Towhee",1
"713",154,0,"Eastern Wood-Pewee",1
"714",154,0,"Fish Crow",1
"715",154,0,"Great Blue Heron",1
"716",154,0,"Great Crested Flycatcher",1
"717",154,0,"Hairy Woodpecker",1
"718",154,0,"House Finch",1
"719",154,0,"Indigo Bunting",1
"720",154,0,"Killdeer",1
"721",154,0,"Mourning Dove",1
"722",154,0,"Northern Cardinal",1
"723",154,0,"Northern Flicker",1
"724",154,0,"Northern Mockingbird",1
"725",154,0,"Northern Parula",1
"726",154,0,"Osprey",1
"727",154,0,"Ovenbird",1
"728",154,0,"Pileated Woodpecker",1
"729",154,0,"Pine Warbler",1
"730",154,0,"Red-bellied Woodpecker",1
"731",154,0,"Red-eyed Vireo",1
"732",154,0,"Red-headed Woodpecker",1
"733",154,0,"Red-shouldered Hawk",1
"734",154,0,"Red-tailed Hawk",1
"735",154,0,"Red-winged Blackbird",1
"736",154,0,"Ruby-throated Hummingbird",1
"737",154,0,"Scarlet Tanager",1
"738",154,0,"Summer Tanager",1
"739",154,0,"Tufted Titmouse",1
"740",154,0,"White-breasted Nuthatch",1
"741",154,0,"White-eyed Vireo",1
"742",154,0,"Yellow-billed Cuckoo",1
"743",154,0,"Yellow-throated Vireo",1
"744",154,0,"Yellow-throated Warbler",1
"745",154,1,"Acadian Flycatcher",1200
"746",154,1,"American Crow",1200
"747",154,1,"American Goldfinch",1200
"748",154,1,"American Redstart",1200
"749",154,1,"Barred Owl",1200
"750",154,1,"Belted Kingfisher",1200
"751",154,1,"Black Vulture",1192
"752",154,1,"Black-and-white Warbler",1200
"753",154,1,"Blue Grosbeak",1200
"754",154,1,"Blue Jay",1200
"755",154,1,"Blue-gray Gnatcatcher",1200
"756",154,1,"Brown Thrasher",1022
"757",154,1,"Brown-headed Cowbird",1200
"758",154,1,"Brown-headed Nuthatch",1200
"759",154,1,"Carolina Chickadee",1200
"760",154,1,"Carolina Wren",1188
"761",154,1,"Chimney Swift",1198
"762",154,1,"Chipping Sparrow",1199
"763",154,1,"Common Grackle",1199
"764",154,1,"Common Yellowthroat",1200
"765",154,1,"Downy Woodpecker",1199
"766",154,1,"Eastern Bluebird",1199
"767",154,1,"Eastern Kingbird",1199
"768",154,1,"Eastern Phoebe",1200
"769",154,1,"Eastern Towhee",1200
"770",154,1,"Eastern Wood-Pewee",1200
"771",154,1,"European Starling",15
"772",154,1,"Fish Crow",1116
"773",154,1,"Great Blue Heron",1200
"774",154,1,"Great Crested Flycatcher",1200
"775",154,1,"Hairy Woodpecker",1194
"776",154,1,"House Finch",900
"777",154,1,"Indigo Bunting",1200
"778",154,1,"Killdeer",486
"779",154,1,"Mourning Dove",1199
"780",154,1,"Northern Cardinal",1200
"781",154,1,"Northern Flicker",1200
"782",154,1,"Northern Mockingbird",1061
"783",154,1,"Northern Parula",1200
"784",154,1,"Osprey",1180
"785",154,1,"Ovenbird",1200
"786",154,1,"Pileated Woodpecker",1200
"787",154,1,"Pine Warbler",1200
"788",154,1,"Red-bellied Woodpecker",1200
"789",154,1,"Red-eyed Vireo",1200
"790",154,1,"Red-headed Woodpecker",1200
"791",154,1,"Red-shouldered Hawk",1200
"792",154,1,"Red-tailed Hawk",1200
"793",154,1,"Red-winged Blackbird",1196
"794",154,1,"Ruby-throated Hummingbird",1200
"795",154,1,"Scarlet Tanager",1200
"796",154,1,"Summer Tanager",1200
"797",154,1,"Tufted Titmouse",1200
"798",154,1,"Turkey Vulture",34
"799",154,1,"White-breasted Nuthatch",1196
"800",154,1,"White-eyed Vireo",1200
"801",154,1,"Yellow-billed Cuckoo",1200
"802",154,1,"Yellow-throated Vireo",1200
"803",154,1,"Yellow-throated Warbler",1200
"804",154,2,"Acadian Flycatcher",1200
"805",154,2,"American Crow",1193
"806",154,2,"American Goldfinch",1197
"807",154,2,"American Redstart",1200
"808",154,2,"Barred Owl",1200
"809",154,2,"Belted Kingfisher",1186
"810",154,2,"Black Vulture",1071
"811",154,2,"Black-and-white Warbler",1200
"812",154,2,"Blue Grosbeak",1200
"813",154,2,"Blue Jay",1200
"814",154,2,"Blue-gray Gnatcatcher",1199
"815",154,2,"Brown Thrasher",1023
"816",154,2,"Brown-headed Cowbird",1200
"817",154,2,"Brown-headed Nuthatch",1200
"818",154,2,"Carolina Chickadee",1200
"819",154,2,"Carolina Wren",1173
"820",154,2,"Chimney Swift",1108
"821",154,2,"Chipping Sparrow",1200
"822",154,2,"Common Grackle",1146
"823",154,2,"Common Yellowthroat",1200
"824",154,2,"Downy Woodpecker",1177
"825",154,2,"Eastern Bluebird",1191
"826",154,2,"Eastern Kingbird",1185
"827",154,2,"Eastern Phoebe",1199
"828",154,2,"Eastern Towhee",1200
"829",154,2,"Eastern Wood-Pewee",1200
"830",154,2,"European Starling",24
"831",154,2,"Fish Crow",937
"832",154,2,"Great Blue Heron",1190
"833",154,2,"Great Crested Flycatcher",1200
"834",154,2,"Hairy Woodpecker",1144
"835",154,2,"House Finch",774
"836",154,2,"Indigo Bunting",1200
"837",154,2,"Killdeer",490
"838",154,2,"Mourning Dove",1196
"839",154,2,"Northern Cardinal",1199
"840",154,2,"Northern Flicker",1188
"841",154,2,"Northern Mockingbird",861
"842",154,2,"Northern Parula",1200
"843",154,2,"Osprey",1100
"844",154,2,"Ovenbird",1200
"845",154,2,"Pileated Woodpecker",1200
"846",154,2,"Pine Warbler",1200
"847",154,2,"Red-bellied Woodpecker",1197
"848",154,2,"Red-eyed Vireo",1200
"849",154,2,"Red-headed Woodpecker",1200
"850",154,2,"Red-shouldered Hawk",1184
"851",154,2,"Red-tailed Hawk",1200
"852",154,2,"Red-winged Blackbird",1139
"853",154,2,"Ruby-throated Hummingbird",1200
"854",154,2,"Scarlet Tanager",1200
"855",154,2,"Summer Tanager",1200
"856",154,2,"Tufted Titmouse",1200
"857",154,2,"Turkey Vulture",30
"858",154,2,"White-breasted Nuthatch",1159
"859",154,2,"White-eyed Vireo",1200
"860",154,2,"Yellow-billed Cuckoo",1200
"861",154,2,"Yellow-throated Vireo",1200
"862",154,2,"Yellow-throated Warbler",1200
"863",154,3,"Acadian Flycatcher",1199
"864",154,3,"American Crow",1198
"865",154,3,"American Goldfinch",1195
"866",154,3,"American Redstart",1199
"867",154,3,"Barred Owl",1199
"868",154,3,"Belted Kingfisher",1186
"869",154,3,"Black Vulture",819
"870",154,3,"Black-and-white Warbler",1199
"871",154,3,"Blue Grosbeak",1199
"872",154,3,"Blue Jay",1195
"873",154,3,"Blue-gray Gnatcatcher",1199
"874",154,3,"Brown Thrasher",842
"875",154,3,"Brown-headed Cowbird",1199
"876",154,3,"Brown-headed Nuthatch",1199
"877",154,3,"Carolina Chickadee",1198
"878",154,3,"Carolina Wren",1100
"879",154,3,"Chimney Swift",505
"880",154,3,"Chipping Sparrow",1189
"881",154,3,"Common Grackle",1058
"882",154,3,"Common Yellowthroat",1199
"883",154,3,"Downy Woodpecker",1145
"884",154,3,"Eastern Bluebird",1166
"885",154,3,"Eastern Kingbird",1193
"886",154,3,"Eastern Phoebe",1199
"887",154,3,"Eastern Towhee",1199
"888",154,3,"Eastern Wood-Pewee",1199
"889",154,3,"European Starling",21
"890",154,3,"Fish Crow",809
"891",154,3,"Great Blue Heron",1197
"892",154,3,"Great Crested Flycatcher",1199
"893",154,3,"Hairy Woodpecker",1167
"894",154,3,"House Finch",362
"895",154,3,"Indigo Bunting",1199
"896",154,3,"Killdeer",748
"897",154,3,"Mourning Dove",1195
"898",154,3,"Northern Cardinal",1194
"899",154,3,"Northern Flicker",1194
"900",154,3,"Northern Mockingbird",694
"901",154,3,"Northern Parula",1199
"902",154,3,"Osprey",897
"903",154,3,"Ovenbird",1199
"904",154,3,"Pileated Woodpecker",1199
"905",154,3,"Pine Warbler",1199
"906",154,3,"Red-bellied Woodpecker",1195
"907",154,3,"Red-eyed Vireo",1199
"908",154,3,"Red-headed Woodpecker",1199
"909",154,3,"Red-shouldered Hawk",1163
"910",154,3,"Red-tailed Hawk",1199
"911",154,3,"Red-winged Blackbird",1156
"912",154,3,"Ruby-throated Hummingbird",1199
"913",154,3,"Scarlet Tanager",1199
"914",154,3,"Summer Tanager",1199
"915",154,3,"Tufted Titmouse",1199
"916",154,3,"Turkey Vulture",13
"917",154,3,"White-breasted Nuthatch",1162
"918",154,3,"White-eyed Vireo",1199
"919",154,3,"Yellow-billed Cuckoo",1199
"920",154,3,"Yellow-throated Vireo",1199
"921",154,3,"Yellow-throated Warbler",1199
"922",155,0,"Acadian Flycatcher",1
"923",155,0,"American Crow",1
"924",155,0,"American Goldfinch",1
"925",155,0,"American Redstart",1
"926",155,0,"Barred Owl",1
"927",155,0,"Belted Kingfisher",1
"928",155,0,"Black-and-white Warbler",1
"929",155,0,"Blue Grosbeak",1
"930",155,0,"Blue Jay",1
"931",155,0,"Blue-gray Gnatcatcher",1
"932",155,0,"Brown Thrasher",1
"933",155,0,"Brown-headed Cowbird",1
"934",155,0,"Brown-headed Nuthatch",1
"935",155,0,"Carolina Chickadee",1
"936",155,0,"Chimney Swift",1
"937",155,0,"Common Yellowthroat",1
"938",155,0,"Eastern Bluebird",1
"939",155,0,"Eastern Kingbird",1
"940",155,0,"Eastern Phoebe",1
"941",155,0,"Eastern Towhee",1
"942",155,0,"Eastern Wood-Pewee",1
"943",155,0,"Fish Crow",1
"944",155,0,"Great Blue Heron",1
"945",155,0,"Great Crested Flycatcher",1
"946",155,0,"House Finch",1
"947",155,0,"Indigo Bunting",1
"948",155,0,"Killdeer",1
"949",155,0,"Mourning Dove",1
"950",155,0,"Northern Cardinal",1
"951",155,0,"Northern Flicker",1
"952",155,0,"Northern Mockingbird",1
"953",155,0,"Northern Parula",1
"954",155,0,"Osprey",1
"955",155,0,"Ovenbird",1
"956",155,0,"Pileated Woodpecker",1
"957",155,0,"Pine Warbler",1
"958",155,0,"Red-eyed Vireo",1
"959",155,0,"Red-headed Woodpecker",1
"960",155,0,"Red-shouldered Hawk",1
"961",155,0,"Red-tailed Hawk",1
"962",155,0,"Red-winged Blackbird",1
"963",155,0,"Ruby-throated Hummingbird",1
"964",155,0,"Scarlet Tanager",1
"965",155,0,"Summer Tanager",1
"966",155,0,"Tufted Titmouse",1
"967",155,0,"White-eyed Vireo",1
"968",155,0,"Yellow-billed Cuckoo",1
"969",155,0,"Yellow-throated Vireo",1
"970",155,0,"Yellow-throated Warbler",1
"971",155,1,"Acadian Flycatcher",1200
"972",155,1,"American Crow",1108
"973",155,1,"American Goldfinch",1065
"974",155,1,"American Redstart",1188
"975",155,1,"Barred Owl",1161
"976",155,1,"Belted Kingfisher",1128
"977",155,1,"Black Vulture",940
"978",155,1,"Black-and-white Warbler",1196
"979",155,1,"Blue Grosbeak",1200
"980",155,1,"Blue Jay",1192
"981",155,1,"Blue-gray Gnatcatcher",1197
"982",155,1,"Brown Thrasher",672
"983",155,1,"Brown-headed Cowbird",1191
"984",155,1,"Brown-headed Nuthatch",1165
"985",155,1,"Carolina Chickadee",1095
"986",155,1,"Carolina Wren",1135
"987",155,1,"Chimney Swift",1065
"988",155,1,"Chipping Sparrow",1081
"989",155,1,"Common Grackle",964
"990",155,1,"Common Yellowthroat",1178
"991",155,1,"Downy Woodpecker",1094
"992",155,1,"Eastern Bluebird",1124
"993",155,1,"Eastern Kingbird",1056
"994",155,1,"Eastern Phoebe",1146
"995",155,1,"Eastern Towhee",1199
"996",155,1,"Eastern Wood-Pewee",1193
"997",155,1,"European Starling",317
"998",155,1,"Fish Crow",943
"999",155,1,"Great Blue Heron",946
"1000",155,1,"Great Crested Flycatcher",1199
"1001",155,1,"Hairy Woodpecker",1163
"1002",155,1,"House Finch",1115
"1003",155,1,"Indigo Bunting",1195
"1004",155,1,"Killdeer",435
"1005",155,1,"Mourning Dove",1122
"1006",155,1,"Northern Cardinal",1173
"1007",155,1,"Northern Flicker",1131
"1008",155,1,"Northern Mockingbird",854
"1009",155,1,"Northern Parula",1193
"1010",155,1,"Osprey",968
"1011",155,1,"Ovenbird",1138
"1012",155,1,"Pileated Woodpecker",1186
"1013",155,1,"Pine Warbler",1194
"1014",155,1,"Red-bellied Woodpecker",1114
"1015",155,1,"Red-eyed Vireo",1172
"1016",155,1,"Red-headed Woodpecker",1166
"1017",155,1,"Red-shouldered Hawk",1092
"1018",155,1,"Red-tailed Hawk",1191
"1019",155,1,"Red-winged Blackbird",937
"1020",155,1,"Ruby-throated Hummingbird",1097
"1021",155,1,"Scarlet Tanager",1200
"1022",155,1,"Summer Tanager",1200
"1023",155,1,"Tufted Titmouse",1117
"1024",155,1,"Turkey Vulture",46
"1025",155,1,"White-breasted Nuthatch",1021
"1026",155,1,"White-eyed Vireo",1200
"1027",155,1,"Yellow-billed Cuckoo",1200
"1028",155,1,"Yellow-throated Vireo",1191
"1029",155,1,"Yellow-throated Warbler",1198
"1030",155,2,"Acadian Flycatcher",1200
"1031",155,2,"American Crow",1197
"1032",155,2,"American Goldfinch",1200
"1033",155,2,"American Redstart",1200
"1034",155,2,"Barred Owl",1200
"1035",155,2,"Belted Kingfisher",1199
"1036",155,2,"Black Vulture",1103
"1037",155,2,"Black-and-white Warbler",1200
"1038",155,2,"Blue Grosbeak",1200
"1039",155,2,"Blue Jay",1199
"1040",155,2,"Blue-gray Gnatcatcher",1198
"1041",155,2,"Brown Thrasher",947
"1042",155,2,"Brown-headed Cowbird",1200
"1043",155,2,"Brown-headed Nuthatch",1200
"1044",155,2,"Carolina Chickadee",1195
"1045",155,2,"Carolina Wren",1180
"1046",155,2,"Chimney Swift",1177
"1047",155,2,"Chipping Sparrow",1193
"1048",155,2,"Common Grackle",1135
"1049",155,2,"Common Yellowthroat",1200
"1050",155,2,"Downy Woodpecker",1198
"1051",155,2,"Eastern Bluebird",1190
"1052",155,2,"Eastern Kingbird",1191
"1053",155,2,"Eastern Phoebe",1197
"1054",155,2,"Eastern Towhee",1199
"1055",155,2,"Eastern Wood-Pewee",1200
"1056",155,2,"European Starling",363
"1057",155,2,"Fish Crow",1114
"1058",155,2,"Great Blue Heron",1194
"1059",155,2,"Great Crested Flycatcher",1200
"1060",155,2,"Hairy Woodpecker",1200
"1061",155,2,"House Finch",1165
"1062",155,2,"Indigo Bunting",1200
"1063",155,2,"Killdeer",626
"1064",155,2,"Mourning Dove",1192
"1065",155,2,"Northern Cardinal",1197
"1066",155,2,"Northern Flicker",1199
"1067",155,2,"Northern Mockingbird",945
"1068",155,2,"Northern Parula",1200
"1069",155,2,"Osprey",1119
"1070",155,2,"Ovenbird",1200
"1071",155,2,"Pileated Woodpecker",1200
"1072",155,2,"Pine Warbler",1200
"1073",155,2,"Red-bellied Woodpecker",1198
"1074",155,2,"Red-eyed Vireo",1200
"1075",155,2,"Red-headed Woodpecker",1200
"1076",155,2,"Red-shouldered Hawk",1189
"1077",155,2,"Red-tailed Hawk",1199
"1078",155,2,"Red-winged Blackbird",1122
"1079",155,2,"Ruby-throated Hummingbird",1198
"1080",155,2,"Scarlet Tanager",1200
"1081",155,2,"Summer Tanager",1200
"1082",155,2,"Tufted Titmouse",1198
"1083",155,2,"Turkey Vulture",27
"1084",155,2,"White-breasted Nuthatch",1191
"1085",155,2,"White-eyed Vireo",1200
"1086",155,2,"Yellow-billed Cuckoo",1200
"1087",155,2,"Yellow-throated Vireo",1200
"1088",155,2,"Yellow-throated Warbler",1200
"1089",155,3,"Acadian Flycatcher",1199
"1090",155,3,"American Crow",1198
"1091",155,3,"American Goldfinch",1195
"1092",155,3,"American Redstart",1199
"1093",155,3,"Barred Owl",1199
"1094",155,3,"Belted Kingfisher",1183
"1095",155,3,"Black Vulture",573
"1096",155,3,"Black-and-white Warbler",1199
"1097",155,3,"Blue Grosbeak",1199
"1098",155,3,"Blue Jay",1199
"1099",155,3,"Blue-gray Gnatcatcher",1198
"1100",155,3,"Brown Thrasher",952
"1101",155,3,"Brown-headed Cowbird",1199
"1102",155,3,"Brown-headed Nuthatch",1196
"1103",155,3,"Carolina Chickadee",1197
"1104",155,3,"Carolina Wren",1127
"1105",155,3,"Chimney Swift",1185
"1106",155,3,"Chipping Sparrow",1198
"1107",155,3,"Common Grackle",1177
"1108",155,3,"Common Yellowthroat",1199
"1109",155,3,"Downy Woodpecker",1152
"1110",155,3,"Eastern Bluebird",1197
"1111",155,3,"Eastern Kingbird",1109
"1112",155,3,"Eastern Phoebe",1197
"1113",155,3,"Eastern Towhee",1199
"1114",155,3,"Eastern Wood-Pewee",1199
"1115",155,3,"European Starling",100
"1116",155,3,"Fish Crow",945
"1117",155,3,"Great Blue Heron",1032
"1118",155,3,"Great Crested Flycatcher",1199
"1119",155,3,"Hairy Woodpecker",1149
"1120",155,3,"House Finch",846
"1121",155,3,"Indigo Bunting",1199
"1122",155,3,"Killdeer",285
"1123",155,3,"Mourning Dove",1198
"1124",155,3,"Northern Cardinal",1199
"1125",155,3,"Northern Flicker",1189
"1126",155,3,"Northern Mockingbird",707
"1127",155,3,"Northern Parula",1199
"1128",155,3,"Osprey",971
"1129",155,3,"Ovenbird",1199
"1130",155,3,"Pileated Woodpecker",1199
"1131",155,3,"Pine Warbler",1199
"1132",155,3,"Red-bellied Woodpecker",1199
"1133",155,3,"Red-eyed Vireo",1198
"1134",155,3,"Red-headed Woodpecker",1199
"1135",155,3,"Red-shouldered Hawk",1180
"1136",155,3,"Red-tailed Hawk",1199
"1137",155,3,"Red-winged Blackbird",1040
"1138",155,3,"Ruby-throated Hummingbird",1198
"1139",155,3,"Scarlet Tanager",1199
"1140",155,3,"Summer Tanager",1199
"1141",155,3,"Tufted Titmouse",1199
"1142",155,3,"Turkey Vulture",38
"1143",155,3,"White-breasted Nuthatch",1192
"1144",155,3,"White-eyed Vireo",1199
"1145",155,3,"Yellow-billed Cuckoo",1199
"1146",155,3,"Yellow-throated Vireo",1199
"1147",155,3,"Yellow-throated Warbler",1199
"1148",156,0,"Acadian Flycatcher",1
"1149",156,0,"American Crow",1
"1150",156,0,"American Goldfinch",1
"1151",156,0,"American Redstart",1
"1152",156,0,"Barred Owl",1
"1153",156,0,"Belted Kingfisher",1
"1154",156,0,"Black-and-white Warbler",1
"1155",156,0,"Blue Grosbeak",1
"1156",156,0,"Blue Jay",1
"1157",156,0,"Blue-gray Gnatcatcher",1
"1158",156,0,"Brown-headed Cowbird",1
"1159",156,0,"Brown-headed Nuthatch",1
"1160",156,0,"Carolina Chickadee",1
"1161",156,0,"Carolina Wren",1
"1162",156,0,"Chimney Swift",1
"1163",156,0,"Chipping Sparrow",1
"1164",156,0,"Common Grackle",1
"1165",156,0,"Common Yellowthroat",1
"1166",156,0,"Downy Woodpecker",1
"1167",156,0,"Eastern Bluebird",1
"1168",156,0,"Eastern Kingbird",1
"1169",156,0,"Eastern Phoebe",1
"1170",156,0,"Eastern Towhee",1
"1171",156,0,"Eastern Wood-Pewee",1
"1172",156,0,"Great Blue Heron",1
"1173",156,0,"Great Crested Flycatcher",1
"1174",156,0,"Hairy Woodpecker",1
"1175",156,0,"House Finch",1
"1176",156,0,"Indigo Bunting",1
"1177",156,0,"Mourning Dove",1
"1178",156,0,"Northern Cardinal",1
"1179",156,0,"Northern Flicker",1
"1180",156,0,"Northern Mockingbird",1
"1181",156,0,"Northern Parula",1
"1182",156,0,"Osprey",1
"1183",156,0,"Ovenbird",1
"1184",156,0,"Pileated Woodpecker",1
"1185",156,0,"Pine Warbler",1
"1186",156,0,"Red-bellied Woodpecker",1
"1187",156,0,"Red-eyed Vireo",1
"1188",156,0,"Red-headed Woodpecker",1
"1189",156,0,"Red-shouldered Hawk",1
"1190",156,0,"Red-tailed Hawk",1
"1191",156,0,"Ruby-throated Hummingbird",1
"1192",156,0,"Scarlet Tanager",1
"1193",156,0,"Summer Tanager",1
"1194",156,0,"Tufted Titmouse",1
"1195",156,0,"White-breasted Nuthatch",1
"1196",156,0,"White-eyed Vireo",1
"1197",156,0,"Yellow-billed Cuckoo",1
"1198",156,0,"Yellow-throated Vireo",1
"1199",156,0,"Yellow-throated Warbler",1
"1200",156,1,"Acadian Flycatcher",1200
"1201",156,1,"American Crow",1197
"1202",156,1,"American Goldfinch",1191
"1203",156,1,"American Redstart",1200
"1204",156,1,"Barred Owl",1199
"1205",156,1,"Belted Kingfisher",1191
"1206",156,1,"Black Vulture",899
"1207",156,1,"Black-and-white Warbler",1200
"1208",156,1,"Blue Grosbeak",1197
"1209",156,1,"Blue Jay",1199
"1210",156,1,"Blue-gray Gnatcatcher",1198
"1211",156,1,"Brown Thrasher",915
"1212",156,1,"Brown-headed Cowbird",1200
"1213",156,1,"Brown-headed Nuthatch",1198
"1214",156,1,"Carolina Chickadee",1194
"1215",156,1,"Carolina Wren",1126
"1216",156,1,"Chimney Swift",1192
"1217",156,1,"Chipping Sparrow",1195
"1218",156,1,"Common Grackle",1080
"1219",156,1,"Common Yellowthroat",1199
"1220",156,1,"Downy Woodpecker",1189
"1221",156,1,"Eastern Bluebird",1187
"1222",156,1,"Eastern Kingbird",1187
"1223",156,1,"Eastern Phoebe",1194
"1224",156,1,"Eastern Towhee",1200
"1225",156,1,"Eastern Wood-Pewee",1200
"1226",156,1,"European Starling",20
"1227",156,1,"Fish Crow",629
"1228",156,1,"Great Blue Heron",895
"1229",156,1,"Great Crested Flycatcher",1200
"1230",156,1,"Hairy Woodpecker",1197
"1231",156,1,"House Finch",1149
"1232",156,1,"Indigo Bunting",1198
"1233",156,1,"Killdeer",163
"1234",156,1,"Mourning Dove",1191
"1235",156,1,"Northern Cardinal",1198
"1236",156,1,"Northern Flicker",1192
"1237",156,1,"Northern Mockingbird",1023
"1238",156,1,"Northern Parula",1200
"1239",156,1,"Osprey",1180
"1240",156,1,"Ovenbird",1200
"1241",156,1,"Pileated Woodpecker",1196
"1242",156,1,"Pine Warbler",1200
"1243",156,1,"Red-bellied Woodpecker",1196
"1244",156,1,"Red-eyed Vireo",1200
"1245",156,1,"Red-headed Woodpecker",1200
"1246",156,1,"Red-shouldered Hawk",1171
"1247",156,1,"Red-tailed Hawk",1199
"1248",156,1,"Red-winged Blackbird",990
"1249",156,1,"Ruby-throated Hummingbird",1190
"1250",156,1,"Scarlet Tanager",1200
"1251",156,1,"Summer Tanager",1200
"1252",156,1,"Tufted Titmouse",1200
"1253",156,1,"Turkey Vulture",25
"1254",156,1,"White-breasted Nuthatch",1166
"1255",156,1,"White-eyed Vireo",1199
"1256",156,1,"Yellow-billed Cuckoo",1200
"1257",156,1,"Yellow-throated Vireo",1200
"1258",156,1,"Yellow-throated Warbler",1198
"1259",156,2,"Acadian Flycatcher",1200
"1260",156,2,"American Crow",1200
"1261",156,2,"American Goldfinch",1200
"1262",156,2,"American Redstart",1200
"1263",156,2,"Barred Owl",1200
"1264",156,2,"Belted Kingfisher",1193
"1265",156,2,"Black Vulture",926
"1266",156,2,"Black-and-white Warbler",1200
"1267",156,2,"Blue Grosbeak",1199
"1268",156,2,"Blue Jay",1200
"1269",156,2,"Blue-gray Gnatcatcher",1199
"1270",156,2,"Brown Thrasher",823
