"","Bird.Call","julian_day","min_bin","n"
"2073","Yellow-throated Vireo",190,7,2
"2074","Tufted Titmouse",190,7,2
"2075","Summer Tanager",190,7,0
"2076","Scarlet Tanager",190,7,0
"2077","Eastern Wood-Pewee",191,7,0
"2078","Acadian Flycatcher",191,7,0
"2079","Yellow-throated Vireo",191,7,0
"2080","Tufted Titmouse",191,7,0
"2081","Summer Tanager",191,7,0
"2082","Scarlet Tanager",191,7,0
"2083","Eastern Wood-Pewee",192,7,0
"2084","Acadian Flycatcher",192,7,0
"2085","Yellow-throated Vireo",192,7,1
"2086","Tufted Titmouse",192,7,0
"2087","Summer Tanager",192,7,0
"2088","Scarlet Tanager",192,7,0
"2089","Eastern Wood-Pewee",193,7,0
"2090","Acadian Flycatcher",193,7,1
"2091","Yellow-throated Vireo",193,7,1
"2092","Tufted Titmouse",193,7,1
"2093","Summer Tanager",193,7,0
"2094","Scarlet Tanager",193,7,1
"2095","Eastern Wood-Pewee",194,7,1
"2096","Acadian Flycatcher",194,7,18
"2097","Yellow-throated Vireo",194,7,0
"2098","Tufted Titmouse",194,7,0
"2099","Summer Tanager",194,7,0
"2100","Scarlet Tanager",194,7,0
"2101","Eastern Wood-Pewee",195,7,0
"2102","Acadian Flycatcher",195,7,26
"2103","Yellow-throated Vireo",195,7,2
"2104","Tufted Titmouse",195,7,0
"2105","Summer Tanager",195,7,0
"2106","Scarlet Tanager",195,7,0
"2107","Eastern Wood-Pewee",196,7,0
"2108","Acadian Flycatcher",196,7,15
"2109","Yellow-throated Vireo",196,7,0
"2110","Tufted Titmouse",196,7,0
"2111","Summer Tanager",196,7,121
"2112","Scarlet Tanager",196,7,0
"2113","Eastern Wood-Pewee",197,7,1
"2114","Acadian Flycatcher",197,7,19
"2115","Yellow-throated Vireo",197,7,0
"2116","Tufted Titmouse",197,7,0
"2117","Summer Tanager",197,7,1
"2118","Scarlet Tanager",197,7,0
"2119","Eastern Wood-Pewee",198,7,0
"2120","Acadian Flycatcher",198,7,8
"2121","Yellow-throated Vireo",198,7,0
"2122","Tufted Titmouse",198,7,2
"2123","Summer Tanager",198,7,16
"2124","Scarlet Tanager",198,7,0
"2125","Eastern Wood-Pewee",199,7,3
"2126","Acadian Flycatcher",199,7,0
"2127","Yellow-throated Vireo",199,7,0
"2128","Tufted Titmouse",199,7,0
"2129","Summer Tanager",199,7,0
"2130","Scarlet Tanager",199,7,0
"2131","Eastern Wood-Pewee",200,7,0
"2132","Acadian Flycatcher",200,7,0
"2133","Yellow-throated Vireo",200,7,0
"2134","Tufted Titmouse",200,7,0
"2135","Summer Tanager",200,7,0
"2136","Scarlet Tanager",200,7,0
"2137","Eastern Wood-Pewee",201,7,0
"2138","Acadian Flycatcher",201,7,1
"2139","Yellow-throated Vireo",201,7,0
"2140","Tufted Titmouse",201,7,0
"2141","Summer Tanager",201,7,0
"2142","Scarlet Tanager",201,7,0
"2143","Eastern Wood-Pewee",151,8,1
"2144","Acadian Flycatcher",151,8,19
"2145","Yellow-throated Vireo",151,8,25
"2146","Tufted Titmouse",151,8,0
"2147","Summer Tanager",151,8,0
"2148","Scarlet Tanager",151,8,2
"2149","Eastern Wood-Pewee",152,8,0
"2150","Acadian Flycatcher",152,8,12
"2151","Yellow-throated Vireo",152,8,2
"2152","Tufted Titmouse",152,8,0
"2153","Summer Tanager",152,8,127
"2154","Scarlet Tanager",152,8,3
"2155","Eastern Wood-Pewee",153,8,0
"2156","Acadian Flycatcher",153,8,139
"2157","Yellow-throated Vireo",153,8,7
"2158","Tufted Titmouse",153,8,0
"2159","Summer Tanager",153,8,1
"2160","Scarlet Tanager",153,8,0
"2161","Eastern Wood-Pewee",154,8,0
"2162","Acadian Flycatcher",154,8,26
"2163","Yellow-throated Vireo",154,8,41
"2164","Tufted Titmouse",154,8,5
"2165","Summer Tanager",154,8,16
"2166","Scarlet Tanager",154,8,3
"2167","Eastern Wood-Pewee",155,8,0
"2168","Acadian Flycatcher",155,8,77
"2169","Yellow-throated Vireo",155,8,8
"2170","Tufted Titmouse",155,8,0
"2171","Summer Tanager",155,8,3
"2172","Scarlet Tanager",155,8,0
"2173","Eastern Wood-Pewee",156,8,0
"2174","Acadian Flycatcher",156,8,49
"2175","Yellow-throated Vireo",156,8,6
"2176","Tufted Titmouse",156,8,17
"2177","Summer Tanager",156,8,0
"2178","Scarlet Tanager",156,8,2
"2179","Eastern Wood-Pewee",157,8,0
"2180","Acadian Flycatcher",157,8,24
"2181","Yellow-throated Vireo",157,8,0
"2182","Tufted Titmouse",157,8,24
"2183","Summer Tanager",157,8,58
"2184","Scarlet Tanager",157,8,1
"2185","Eastern Wood-Pewee",158,8,0
"2186","Acadian Flycatcher",158,8,21
"2187","Yellow-throated Vireo",158,8,1
"2188","Tufted Titmouse",158,8,0
"2189","Summer Tanager",158,8,0
"2190","Scarlet Tanager",158,8,3
"2191","Eastern Wood-Pewee",159,8,0
"2192","Acadian Flycatcher",159,8,56
"2193","Yellow-throated Vireo",159,8,17
"2194","Tufted Titmouse",159,8,0
"2195","Summer Tanager",159,8,29
"2196","Scarlet Tanager",159,8,54
"2197","Eastern Wood-Pewee",160,8,0
"2198","Acadian Flycatcher",160,8,27
"2199","Yellow-throated Vireo",160,8,11
"2200","Tufted Titmouse",160,8,0
"2201","Summer Tanager",160,8,4
"2202","Scarlet Tanager",160,8,1
"2203","Eastern Wood-Pewee",161,8,0
"2204","Acadian Flycatcher",161,8,4
"2205","Yellow-throated Vireo",161,8,0
"2206","Tufted Titmouse",161,8,0
"2207","Summer Tanager",161,8,15
"2208","Scarlet Tanager",161,8,1
"2209","Eastern Wood-Pewee",162,8,0
"2210","Acadian Flycatcher",162,8,2
"2211","Yellow-throated Vireo",162,8,18
"2212","Tufted Titmouse",162,8,0
"2213","Summer Tanager",162,8,0
"2214","Scarlet Tanager",162,8,2
"2215","Eastern Wood-Pewee",163,8,0
"2216","Acadian Flycatcher",163,8,0
"2217","Yellow-throated Vireo",163,8,23
"2218","Tufted Titmouse",163,8,6
"2219","Summer Tanager",163,8,33
"2220","Scarlet Tanager",163,8,2
"2221","Eastern Wood-Pewee",164,8,6
"2222","Acadian Flycatcher",164,8,8
"2223","Yellow-throated Vireo",164,8,5
"2224","Tufted Titmouse",164,8,0
"2225","Summer Tanager",164,8,0
"2226","Scarlet Tanager",164,8,0
"2227","Eastern Wood-Pewee",165,8,62
"2228","Acadian Flycatcher",165,8,24
"2229","Yellow-throated Vireo",165,8,40
"2230","Tufted Titmouse",165,8,0
"2231","Summer Tanager",165,8,1
"2232","Scarlet Tanager",165,8,0
"2233","Eastern Wood-Pewee",166,8,16
"2234","Acadian Flycatcher",166,8,8
"2235","Yellow-throated Vireo",166,8,40
"2236","Tufted Titmouse",166,8,0
"2237","Summer Tanager",166,8,0
"2238","Scarlet Tanager",166,8,0
"2239","Eastern Wood-Pewee",167,8,59
"2240","Acadian Flycatcher",167,8,0
"2241","Yellow-throated Vireo",167,8,31
"2242","Tufted Titmouse",167,8,6
"2243","Summer Tanager",167,8,4
"2244","Scarlet Tanager",167,8,0
"2245","Eastern Wood-Pewee",168,8,10
"2246","Acadian Flycatcher",168,8,31
"2247","Yellow-throated Vireo",168,8,1
"2248","Tufted Titmouse",168,8,6
"2249","Summer Tanager",168,8,0
"2250","Scarlet Tanager",168,8,0
"2251","Eastern Wood-Pewee",169,8,5
"2252","Acadian Flycatcher",169,8,21
"2253","Yellow-throated Vireo",169,8,0
"2254","Tufted Titmouse",169,8,16
"2255","Summer Tanager",169,8,3
"2256","Scarlet Tanager",169,8,5
"2257","Eastern Wood-Pewee",170,8,0
"2258","Acadian Flycatcher",170,8,21
"2259","Yellow-throated Vireo",170,8,7
"2260","Tufted Titmouse",170,8,0
"2261","Summer Tanager",170,8,0
"2262","Scarlet Tanager",170,8,1
"2263","Eastern Wood-Pewee",171,8,3
"2264","Acadian Flycatcher",171,8,3
"2265","Yellow-throated Vireo",171,8,0
"2266","Tufted Titmouse",171,8,0
"2267","Summer Tanager",171,8,0
"2268","Scarlet Tanager",171,8,0
"2269","Eastern Wood-Pewee",172,8,0
"2270","Acadian Flycatcher",172,8,10
"2271","Yellow-throated Vireo",172,8,0
"2272","Tufted Titmouse",172,8,0
"2273","Summer Tanager",172,8,0
"2274","Scarlet Tanager",172,8,0
"2275","Eastern Wood-Pewee",173,8,0
"2276","Acadian Flycatcher",173,8,5
"2277","Yellow-throated Vireo",173,8,29
"2278","Tufted Titmouse",173,8,0
"2279","Summer Tanager",173,8,4
"2280","Scarlet Tanager",173,8,40
"2281","Eastern Wood-Pewee",174,8,1
"2282","Acadian Flycatcher",174,8,8
"2283","Yellow-throated Vireo",174,8,173
"2284","Tufted Titmouse",174,8,0
"2285","Summer Tanager",174,8,1
"2286","Scarlet Tanager",174,8,7
"2287","Eastern Wood-Pewee",175,8,1
"2288","Acadian Flycatcher",175,8,24
"2289","Yellow-throated Vireo",175,8,11
"2290","Tufted Titmouse",175,8,0
"2291","Summer Tanager",175,8,1
"2292","Scarlet Tanager",175,8,2
"2293","Eastern Wood-Pewee",176,8,0
"2294","Acadian Flycatcher",176,8,12
"2295","Yellow-throated Vireo",176,8,2
"2296","Tufted Titmouse",176,8,0
"2297","Summer Tanager",176,8,0
"2298","Scarlet Tanager",176,8,0
"2299","Eastern Wood-Pewee",177,8,0
"2300","Acadian Flycatcher",177,8,0
"2301","Yellow-throated Vireo",177,8,0
"2302","Tufted Titmouse",177,8,7
"2303","Summer Tanager",177,8,0
"2304","Scarlet Tanager",177,8,0
"2305","Eastern Wood-Pewee",178,8,11
"2306","Acadian Flycatcher",178,8,5
"2307","Yellow-throated Vireo",178,8,0
"2308","Tufted Titmouse",178,8,0
"2309","Summer Tanager",178,8,0
"2310","Scarlet Tanager",178,8,0
"2311","Eastern Wood-Pewee",179,8,0
"2312","Acadian Flycatcher",179,8,34
"2313","Yellow-throated Vireo",179,8,0
"2314","Tufted Titmouse",179,8,0
"2315","Summer Tanager",179,8,0
"2316","Scarlet Tanager",179,8,0
"2317","Eastern Wood-Pewee",180,8,0
"2318","Acadian Flycatcher",180,8,0
"2319","Yellow-throated Vireo",180,8,0
"2320","Tufted Titmouse",180,8,0
"2321","Summer Tanager",180,8,0
"2322","Scarlet Tanager",180,8,0
"2323","Eastern Wood-Pewee",181,8,2
"2324","Acadian Flycatcher",181,8,17
"2325","Yellow-throated Vireo",181,8,2
"2326","Tufted Titmouse",181,8,0
"2327","Summer Tanager",181,8,0
"2328","Scarlet Tanager",181,8,0
"2329","Eastern Wood-Pewee",182,8,4
"2330","Acadian Flycatcher",182,8,5
"2331","Yellow-throated Vireo",182,8,0
"2332","Tufted Titmouse",182,8,8
"2333","Summer Tanager",182,8,1
"2334","Scarlet Tanager",182,8,0
"2335","Eastern Wood-Pewee",183,8,9
"2336","Acadian Flycatcher",183,8,14
"2337","Yellow-throated Vireo",183,8,2
"2338","Tufted Titmouse",183,8,0
"2339","Summer Tanager",183,8,0
"2340","Scarlet Tanager",183,8,0
"2341","Eastern Wood-Pewee",184,8,8
"2342","Acadian Flycatcher",184,8,2
"2343","Yellow-throated Vireo",184,8,0
"2344","Tufted Titmouse",184,8,0
"2345","Summer Tanager",184,8,1
"2346","Scarlet Tanager",184,8,0
"2347","Eastern Wood-Pewee",185,8,0
"2348","Acadian Flycatcher",185,8,10
"2349","Yellow-throated Vireo",185,8,0
"2350","Tufted Titmouse",185,8,0
"2351","Summer Tanager",185,8,0
"2352","Scarlet Tanager",185,8,0
"2353","Eastern Wood-Pewee",186,8,0
"2354","Acadian Flycatcher",186,8,13
"2355","Yellow-throated Vireo",186,8,0
"2356","Tufted Titmouse",186,8,0
"2357","Summer Tanager",186,8,1
"2358","Scarlet Tanager",186,8,0
"2359","Eastern Wood-Pewee",187,8,0
"2360","Acadian Flycatcher",187,8,7
"2361","Yellow-throated Vireo",187,8,0
"2362","Tufted Titmouse",187,8,0
"2363","Summer Tanager",187,8,0
"2364","Scarlet Tanager",187,8,0
"2365","Eastern Wood-Pewee",188,8,0
"2366","Acadian Flycatcher",188,8,0
"2367","Yellow-throated Vireo",188,8,0
"2368","Tufted Titmouse",188,8,0
"2369","Summer Tanager",188,8,0
"2370","Scarlet Tanager",188,8,3
"2371","Eastern Wood-Pewee",189,8,0
"2372","Acadian Flycatcher",189,8,2
"2373","Yellow-throated Vireo",189,8,4
"2374","Tufted Titmouse",189,8,0
"2375","Summer Tanager",189,8,1
"2376","Scarlet Tanager",189,8,1
"2377","Eastern Wood-Pewee",190,8,0
"2378","Acadian Flycatcher",190,8,0
"2379","Yellow-throated Vireo",190,8,0
"2380","Tufted Titmouse",190,8,5
"2381","Summer Tanager",190,8,0
"2382","Scarlet Tanager",190,8,0
"2383","Eastern Wood-Pewee",191,8,0
"2384","Acadian Flycatcher",191,8,0
"2385","Yellow-throated Vireo",191,8,0
"2386","Tufted Titmouse",191,8,0
"2387","Summer Tanager",191,8,0
"2388","Scarlet Tanager",191,8,0
"2389","Eastern Wood-Pewee",192,8,0
"2390","Acadian Flycatcher",192,8,0
"2391","Yellow-throated Vireo",192,8,0
"2392","Tufted Titmouse",192,8,4
"2393","Summer Tanager",192,8,21
"2394","Scarlet Tanager",192,8,0
"2395","Eastern Wood-Pewee",193,8,0
"2396","Acadian Flycatcher",193,8,1
"2397","Yellow-throated Vireo",193,8,2
"2398","Tufted Titmouse",193,8,21
"2399","Summer Tanager",193,8,1
"2400","Scarlet Tanager",193,8,1
"2401","Eastern Wood-Pewee",194,8,2
"2402","Acadian Flycatcher",194,8,1
"2403","Yellow-throated Vireo",194,8,0
"2404","Tufted Titmouse",194,8,0
"2405","Summer Tanager",194,8,0
"2406","Scarlet Tanager",194,8,0
"2407","Eastern Wood-Pewee",195,8,0
"2408","Acadian Flycatcher",195,8,14
"2409","Yellow-throated Vireo",195,8,2
"2410","Tufted Titmouse",195,8,1
"2411","Summer Tanager",195,8,0
"2412","Scarlet Tanager",195,8,0
"2413","Eastern Wood-Pewee",196,8,0
"2414","Acadian Flycatcher",196,8,19
"2415","Yellow-throated Vireo",196,8,0
"2416","Tufted Titmouse",196,8,0
"2417","Summer Tanager",196,8,71
"2418","Scarlet Tanager",196,8,0
"2419","Eastern Wood-Pewee",197,8,0
"2420","Acadian Flycatcher",197,8,12
"2421","Yellow-throated Vireo",197,8,0
"2422","Tufted Titmouse",197,8,1
"2423","Summer Tanager",197,8,14
"2424","Scarlet Tanager",197,8,1
"2425","Eastern Wood-Pewee",198,8,1
"2426","Acadian Flycatcher",198,8,18
"2427","Yellow-throated Vireo",198,8,0
"2428","Tufted Titmouse",198,8,0
"2429","Summer Tanager",198,8,10
"2430","Scarlet Tanager",198,8,0
"2431","Eastern Wood-Pewee",199,8,0
"2432","Acadian Flycatcher",199,8,0
"2433","Yellow-throated Vireo",199,8,0
"2434","Tufted Titmouse",199,8,0
"2435","Summer Tanager",199,8,0
"2436","Scarlet Tanager",199,8,0
"2437","Eastern Wood-Pewee",200,8,0
"2438","Acadian Flycatcher",200,8,8
"2439","Yellow-throated Vireo",200,8,0
"2440","Tufted Titmouse",200,8,1
"2441","Summer Tanager",200,8,0
"2442","Scarlet Tanager",200,8,0
"2443","Eastern Wood-Pewee",201,8,0
"2444","Acadian Flycatcher",201,8,0
"2445","Yellow-throated Vireo",201,8,0
"2446","Tufted Titmouse",201,8,0
"2447","Summer Tanager",201,8,0
"2448","Scarlet Tanager",201,8,0
"2449","Eastern Wood-Pewee",151,9,1
"2450","Acadian Flycatcher",151,9,12
"2451","Yellow-throated Vireo",151,9,9
"2452","Tufted Titmouse",151,9,7
"2453","Summer Tanager",151,9,0
"2454","Scarlet Tanager",151,9,0
"2455","Eastern Wood-Pewee",152,9,0
"2456","Acadian Flycatcher",152,9,9
"2457","Yellow-throated Vireo",152,9,0
"2458","Tufted Titmouse",152,9,0
"2459","Summer Tanager",152,9,269
"2460","Scarlet Tanager",152,9,5
"2461","Eastern Wood-Pewee",153,9,3
"2462","Acadian Flycatcher",153,9,134
"2463","Yellow-throated Vireo",153,9,9
"2464","Tufted Titmouse",153,9,0
"2465","Summer Tanager",153,9,3
"2466","Scarlet Tanager",153,9,2
"2467","Eastern Wood-Pewee",154,9,2
"2468","Acadian Flycatcher",154,9,36
"2469","Yellow-throated Vireo",154,9,10
"2470","Tufted Titmouse",154,9,0
"2471","Summer Tanager",154,9,2
"2472","Scarlet Tanager",154,9,0
"2473","Eastern Wood-Pewee",155,9,0
"2474","Acadian Flycatcher",155,9,38
"2475","Yellow-throated Vireo",155,9,23
"2476","Tufted Titmouse",155,9,0
"2477","Summer Tanager",155,9,3
"2478","Scarlet Tanager",155,9,3
"2479","Eastern Wood-Pewee",156,9,0
"2480","Acadian Flycatcher",156,9,38
"2481","Yellow-throated Vireo",156,9,20
"2482","Tufted Titmouse",156,9,54
"2483","Summer Tanager",156,9,39
"2484","Scarlet Tanager",156,9,21
"2485","Eastern Wood-Pewee",157,9,0
"2486","Acadian Flycatcher",157,9,17
"2487","Yellow-throated Vireo",157,9,1
"2488","Tufted Titmouse",157,9,0
"2489","Summer Tanager",157,9,118
"2490","Scarlet Tanager",157,9,10
"2491","Eastern Wood-Pewee",158,9,0
"2492","Acadian Flycatcher",158,9,7
"2493","Yellow-throated Vireo",158,9,2
"2494","Tufted Titmouse",158,9,0
"2495","Summer Tanager",158,9,32
"2496","Scarlet Tanager",158,9,1
"2497","Eastern Wood-Pewee",159,9,0
"2498","Acadian Flycatcher",159,9,41
"2499","Yellow-throated Vireo",159,9,0
"2500","Tufted Titmouse",159,9,0
"2501","Summer Tanager",159,9,6
"2502","Scarlet Tanager",159,9,2
"2503","Eastern Wood-Pewee",160,9,0
"2504","Acadian Flycatcher",160,9,11
"2505","Yellow-throated Vireo",160,9,0
"2506","Tufted Titmouse",160,9,0
"2507","Summer Tanager",160,9,67
"2508","Scarlet Tanager",160,9,1
"2509","Eastern Wood-Pewee",161,9,0
"2510","Acadian Flycatcher",161,9,1
"2511","Yellow-throated Vireo",161,9,0
"2512","Tufted Titmouse",161,9,0
"2513","Summer Tanager",161,9,3
"2514","Scarlet Tanager",161,9,0
"2515","Eastern Wood-Pewee",162,9,0
"2516","Acadian Flycatcher",162,9,0
"2517","Yellow-throated Vireo",162,9,15
"2518","Tufted Titmouse",162,9,0
"2519","Summer Tanager",162,9,0
"2520","Scarlet Tanager",162,9,0
"2521","Eastern Wood-Pewee",163,9,3
"2522","Acadian Flycatcher",163,9,10
"2523","Yellow-throated Vireo",163,9,33
"2524","Tufted Titmouse",163,9,0
"2525","Summer Tanager",163,9,23
"2526","Scarlet Tanager",163,9,3
"2527","Eastern Wood-Pewee",164,9,11
"2528","Acadian Flycatcher",164,9,1
"2529","Yellow-throated Vireo",164,9,0
"2530","Tufted Titmouse",164,9,0
"2531","Summer Tanager",164,9,3
"2532","Scarlet Tanager",164,9,0
"2533","Eastern Wood-Pewee",165,9,50
"2534","Acadian Flycatcher",165,9,6
"2535","Yellow-throated Vireo",165,9,34
"2536","Tufted Titmouse",165,9,0
"2537","Summer Tanager",165,9,0
"2538","Scarlet Tanager",165,9,0
"2539","Eastern Wood-Pewee",166,9,29
"2540","Acadian Flycatcher",166,9,0
"2541","Yellow-throated Vireo",166,9,2
"2542","Tufted Titmouse",166,9,17
"2543","Summer Tanager",166,9,0
"2544","Scarlet Tanager",166,9,0
"2545","Eastern Wood-Pewee",167,9,26
"2546","Acadian Flycatcher",167,9,24
"2547","Yellow-throated Vireo",167,9,4
"2548","Tufted Titmouse",167,9,0
"2549","Summer Tanager",167,9,0
"2550","Scarlet Tanager",167,9,0
"2551","Eastern Wood-Pewee",168,9,14
"2552","Acadian Flycatcher",168,9,13
"2553","Yellow-throated Vireo",168,9,25
"2554","Tufted Titmouse",168,9,0
"2555","Summer Tanager",168,9,0
"2556","Scarlet Tanager",168,9,1
"2557","Eastern Wood-Pewee",169,9,0
"2558","Acadian Flycatcher",169,9,0
"2559","Yellow-throated Vireo",169,9,0
"2560","Tufted Titmouse",169,9,8
"2561","Summer Tanager",169,9,0
"2562","Scarlet Tanager",169,9,0
"2563","Eastern Wood-Pewee",170,9,0
"2564","Acadian Flycatcher",170,9,0
"2565","Yellow-throated Vireo",170,9,0
"2566","Tufted Titmouse",170,9,1
"2567","Summer Tanager",170,9,4
"2568","Scarlet Tanager",170,9,0
"2569","Eastern Wood-Pewee",171,9,1
"2570","Acadian Flycatcher",171,9,4
"2571","Yellow-throated Vireo",171,9,0
"2572","Tufted Titmouse",171,9,0
"2573","Summer Tanager",171,9,0
"2574","Scarlet Tanager",171,9,0
"2575","Eastern Wood-Pewee",172,9,0
"2576","Acadian Flycatcher",172,9,3
"2577","Yellow-throated Vireo",172,9,3
"2578","Tufted Titmouse",172,9,1
"2579","Summer Tanager",172,9,0
"2580","Scarlet Tanager",172,9,1
"2581","Eastern Wood-Pewee",173,9,0
"2582","Acadian Flycatcher",173,9,18
"2583","Yellow-throated Vireo",173,9,54
"2584","Tufted Titmouse",173,9,2
"2585","Summer Tanager",173,9,11
"2586","Scarlet Tanager",173,9,27
"2587","Eastern Wood-Pewee",174,9,3
"2588","Acadian Flycatcher",174,9,19
"2589","Yellow-throated Vireo",174,9,99
"2590","Tufted Titmouse",174,9,0
"2591","Summer Tanager",174,9,0
"2592","Scarlet Tanager",174,9,5
"2593","Eastern Wood-Pewee",175,9,0
"2594","Acadian Flycatcher",175,9,3
"2595","Yellow-throated Vireo",175,9,3
"2596","Tufted Titmouse",175,9,0
"2597","Summer Tanager",175,9,0
"2598","Scarlet Tanager",175,9,0
"2599","Eastern Wood-Pewee",176,9,0
"2600","Acadian Flycatcher",176,9,2
"2601","Yellow-throated Vireo",176,9,0
"2602","Tufted Titmouse",176,9,0
"2603","Summer Tanager",176,9,0
"2604","Scarlet Tanager",176,9,0
"2605","Eastern Wood-Pewee",177,9,0
"2606","Acadian Flycatcher",177,9,5
"2607","Yellow-throated Vireo",177,9,0
"2608","Tufted Titmouse",177,9,0
"2609","Summer Tanager",177,9,1
"2610","Scarlet Tanager",177,9,0
"2611","Eastern Wood-Pewee",178,9,0
"2612","Acadian Flycatcher",178,9,68
"2613","Yellow-throated Vireo",178,9,1
"2614","Tufted Titmouse",178,9,0
"2615","Summer Tanager",178,9,1
"2616","Scarlet Tanager",178,9,0
"2617","Eastern Wood-Pewee",179,9,1
"2618","Acadian Flycatcher",179,9,3
"2619","Yellow-throated Vireo",179,9,0
"2620","Tufted Titmouse",179,9,2
"2621","Summer Tanager",179,9,0
"2622","Scarlet Tanager",179,9,0
"2623","Eastern Wood-Pewee",180,9,0
"2624","Acadian Flycatcher",180,9,0
"2625","Yellow-throated Vireo",180,9,0
"2626","Tufted Titmouse",180,9,0
"2627","Summer Tanager",180,9,0
"2628","Scarlet Tanager",180,9,0
"2629","Eastern Wood-Pewee",181,9,1
"2630","Acadian Flycatcher",181,9,12
"2631","Yellow-throated Vireo",181,9,0
"2632","Tufted Titmouse",181,9,0
"2633","Summer Tanager",181,9,0
"2634","Scarlet Tanager",181,9,0
"2635","Eastern Wood-Pewee",182,9,0
"2636","Acadian Flycatcher",182,9,8
"2637","Yellow-throated Vireo",182,9,0
"2638","Tufted Titmouse",182,9,4
"2639","Summer Tanager",182,9,0
"2640","Scarlet Tanager",182,9,0
"2641","Eastern Wood-Pewee",183,9,0
"2642","Acadian Flycatcher",183,9,6
"2643","Yellow-throated Vireo",183,9,2
"2644","Tufted Titmouse",183,9,0
"2645","Summer Tanager",183,9,0
"2646","Scarlet Tanager",183,9,0
"2647","Eastern Wood-Pewee",184,9,2
"2648","Acadian Flycatcher",184,9,1
"2649","Yellow-throated Vireo",184,9,0
"2650","Tufted Titmouse",184,9,0
"2651","Summer Tanager",184,9,0
"2652","Scarlet Tanager",184,9,0
"2653","Eastern Wood-Pewee",185,9,5
"2654","Acadian Flycatcher",185,9,1
"2655","Yellow-throated Vireo",185,9,0
"2656","Tufted Titmouse",185,9,0
"2657","Summer Tanager",185,9,0
"2658","Scarlet Tanager",185,9,0
"2659","Eastern Wood-Pewee",186,9,1
"2660","Acadian Flycatcher",186,9,13
"2661","Yellow-throated Vireo",186,9,0
"2662","Tufted Titmouse",186,9,0
"2663","Summer Tanager",186,9,0
"2664","Scarlet Tanager",186,9,0
"2665","Eastern Wood-Pewee",187,9,0
"2666","Acadian Flycatcher",187,9,11
"2667","Yellow-throated Vireo",187,9,1
"2668","Tufted Titmouse",187,9,1
"2669","Summer Tanager",187,9,0
"2670","Scarlet Tanager",187,9,0
"2671","Eastern Wood-Pewee",188,9,0
"2672","Acadian Flycatcher",188,9,3
"2673","Yellow-throated Vireo",188,9,0
"2674","Tufted Titmouse",188,9,0
"2675","Summer Tanager",188,9,0
"2676","Scarlet Tanager",188,9,0
"2677","Eastern Wood-Pewee",189,9,0
"2678","Acadian Flycatcher",189,9,3
"2679","Yellow-throated Vireo",189,9,0
"2680","Tufted Titmouse",189,9,0
"2681","Summer Tanager",189,9,5
"2682","Scarlet Tanager",189,9,0
"2683","Eastern Wood-Pewee",190,9,0
"2684","Acadian Flycatcher",190,9,0
"2685","Yellow-throated Vireo",190,9,1
"2686","Tufted Titmouse",190,9,1
"2687","Summer Tanager",190,9,0
"2688","Scarlet Tanager",190,9,0
"2689","Eastern Wood-Pewee",191,9,0
"2690","Acadian Flycatcher",191,9,0
"2691","Yellow-throated Vireo",191,9,0
"2692","Tufted Titmouse",191,9,0
"2693","Summer Tanager",191,9,0
"2694","Scarlet Tanager",191,9,0
"2695","Eastern Wood-Pewee",192,9,0
"2696","Acadian Flycatcher",192,9,1
"2697","Yellow-throated Vireo",192,9,0
"2698","Tufted Titmouse",192,9,0
"2699","Summer Tanager",192,9,0
"2700","Scarlet Tanager",192,9,0
"2701","Eastern Wood-Pewee",193,9,1
"2702","Acadian Flycatcher",193,9,16
"2703","Yellow-throated Vireo",193,9,0
"2704","Tufted Titmouse",193,9,2
"2705","Summer Tanager",193,9,0
"2706","Scarlet Tanager",193,9,1
"2707","Eastern Wood-Pewee",194,9,0
"2708","Acadian Flycatcher",194,9,11
"2709","Yellow-throated Vireo",194,9,0
"2710","Tufted Titmouse",194,9,0
"2711","Summer Tanager",194,9,0
"2712","Scarlet Tanager",194,9,0
"2713","Eastern Wood-Pewee",195,9,0
"2714","Acadian Flycatcher",195,9,40
"2715","Yellow-throated Vireo",195,9,0
"2716","Tufted Titmouse",195,9,0
"2717","Summer Tanager",195,9,0
"2718","Scarlet Tanager",195,9,0
"2719","Eastern Wood-Pewee",196,9,0
"2720","Acadian Flycatcher",196,9,2
"2721","Yellow-throated Vireo",196,9,0
"2722","Tufted Titmouse",196,9,0
"2723","Summer Tanager",196,9,3
"2724","Scarlet Tanager",196,9,0
"2725","Eastern Wood-Pewee",197,9,0
"2726","Acadian Flycatcher",197,9,10
"2727","Yellow-throated Vireo",197,9,3
"2728","Tufted Titmouse",197,9,0
"2729","Summer Tanager",197,9,97
"2730","Scarlet Tanager",197,9,8
"2731","Eastern Wood-Pewee",198,9,0
"2732","Acadian Flycatcher",198,9,16
"2733","Yellow-throated Vireo",198,9,0
"2734","Tufted Titmouse",198,9,0
"2735","Summer Tanager",198,9,2
"2736","Scarlet Tanager",198,9,0
"2737","Eastern Wood-Pewee",199,9,0
"2738","Acadian Flycatcher",199,9,0
"2739","Yellow-throated Vireo",199,9,0
"2740","Tufted Titmouse",199,9,0
"2741","Summer Tanager",199,9,0
"2742","Scarlet Tanager",199,9,0
"2743","Eastern Wood-Pewee",200,9,0
"2744","Acadian Flycatcher",200,9,0
"2745","Yellow-throated Vireo",200,9,0
"2746","Tufted Titmouse",200,9,0
"2747","Summer Tanager",200,9,0
"2748","Scarlet Tanager",200,9,0
